72,50
72,49
72,48
72,47
72,46
72,45
72,44
72,43
73,43
74,43
75,43
76,43
77,43
78,43
79,43
80,43
81,43
81,42
80,42
79,42
78,42
77,42
76,42
75,42
74,42
73,42
72,42
71,42
71,43
71,44
71,45
71,46
71,47
71,48
71,49
70,49
70,48
70,47
70,46
70,45
70,44
70,43
70,42
69,42
69,41
68,41
68,42
68,43
69,43
69,44
69,45
69,46
69,47
69,48
69,49
68,49
68,48
68,47
68,46
68,45
68,44
67,44
67,43
67,42
67,41
67,40
68,40
69,40
70,40
70,41
71,41
72,41
73,41
74,41
75,41
76,41
77,41
78,41
79,41
80,41
81,41
81,40
82,40
82,39
83,39
84,39
85,39
86,39
87,39
87,40
87,41
87,42
88,42
88,43
88,44
88,45
88,46
88,47
88,48
88,49
88,50
88,51
88,52
88,53
88,54
88,55
87,55
87,56
86,56
85,56
84,56
83,56
82,56
81,56
80,56
79,56
79,57
79,58
79,59
78,59
77,59
76,59
75,59
74,59
73,59
72,59
72,60
71,60
71,61
71,62
70,62
69,62
69,63
69,64
69,65
69,66
69,67
70,67
70,68
70,69
70,70
70,71
71,71
71,70
71,69
71,68
71,67
71,66
70,66
70,65
70,64
70,63
71,63
71,64
71,65
72,65
72,66
72,67
72,68
72,69
72,70
72,71
72,72
71,72
70,72
69,72
68,72
67,72
66,72
65,72
64,72
63,72
63,73
64,73
65,73
66,73
67,73
68,73
69,73
70,73
71,73
71,74
70,74
69,74
68,74
67,74
66,74
65,74
64,74
63,74
62,74
62,73
62,72
62,71
62,70
62,69
62,68
61,68
61,69
61,70
60,70
60,69
59,69
59,70
59,71
60,71
61,71
61,72
61,73
60,73
60,74
60,75
61,75
61,74
61,73
61,72
60,72
59,72
59,73
59,74
59,75
59,76
60,76
61,76
62,76
62,75
63,75
64,75
65,75
66,75
67,75
68,75
69,75
70,75
71,75
72,75
72,74
72,73
73,73
73,72
73,71
73,70
73,69
73,68
73,67
73,66
73,65
73,64
72,64
72,63
72,62
72,61
73,61
73,60
74,60
75,60
76,60
77,60
78,60
79,60
79,61
78,61
77,61
76,61
75,61
74,61
74,62
73,62
73,63
74,63
74,64
74,65
74,66
74,67
74,68
74,69
74,70
74,71
74,72
74,73
74,74
73,74
73,75
73,76
72,76
71,76
70,76
69,76
68,76
67,76
66,76
65,76
64,76
63,76
63,77
62,77
61,77
60,77
59,77
59,78
60,78
61,78
62,78
63,78
64,78
64,77
65,77
65,76
64,76
63,76
62,76
61,76
61,75
61,74
61,73
61,72
61,71
61,70
61,69
61,68
61,67
61,66
61,65
62,65
62,66
62,67
61,67
61,66
60,66
60,65
60,64
61,64
62,64
63,64
63,63
64,63
64,64
64,65
63,65
63,66
63,67
63,68
63,69
63,70
63,71
64,71
64,70
64,69
64,68
64,67
64,66
65,66
65,65
65,64
65,63
65,62
65,61
65,60
65,59
66,59
66,58
66,57
67,57
68,57
69,57
69,56
70,56
71,56
72,56
72,55
72,54
72,53
72,52
73,52
73,53
73,54
73,55
74,55
74,54
74,53
74,52
74,51
73,51
73,50
73,49
73,48
73,47
73,46
73,45
73,44
74,44
74,45
74,46
74,47
74,48
74,49
74,50
75,50
75,51
75,52
75,53
75,54
75,55
75,56
74,56
73,56
73,57
72,57
71,57
70,57
70,58
69,58
68,58
67,58
67,59
67,60
66,60
66,61
66,62
66,63
66,64
66,65
66,66
66,67
65,67
65,68
65,69
65,70
65,71
66,71
67,71
67,70
66,70
66,69
66,68
67,68
67,69
68,69
68,70
68,71
69,71
69,70
69,69
69,68
68,68
68,67
67,67
67,66
67,65
67,64
67,63
67,62
67,61
68,61
69,61
70,61
70,60
69,60
68,60
68,59
69,59
70,59
71,59
71,58
72,58
73,58
74,58
74,57
75,57
75,58
76,58
77,58
78,58
78,57
78,56
78,55
77,55
77,56
77,57
76,57
76,56
76,55
76,54
76,53
77,53
78,53
78,54
79,54
79,55
80,55
81,55
82,55
83,55
84,55
85,55
86,55
86,54
87,54
87,53
87,52
87,51
87,50
87,49
87,48
87,47
87,46
87,45
87,44
87,43
86,43
86,42
86,41
86,40
85,40
84,40
83,40
83,41
82,41
82,42
82,43
83,43
83,42
84,42
84,41
85,41
85,42
85,43
85,44
86,44
86,45
86,46
86,47
86,48
86,49
86,50
86,51
86,52
86,53
85,53
85,54
84,54
83,54
82,54
81,54
80,54
80,53
79,53
79,52
78,52
77,52
76,52
76,51
76,50
77,50
77,51
78,51
79,51
80,51
80,52
81,52
81,53
82,53
82,52
82,51
81,51
81,50
80,50
79,50
78,50
78,49
77,49
76,49
75,49
75,48
75,47
75,46
75,45
75,44
76,44
77,44
78,44
79,44
80,44
81,44
82,44
83,44
83,45
84,45
85,45
85,46
84,46
83,46
82,46
82,45
81,45
80,45
80,46
81,46
81,47
82,47
83,47
84,47
85,47
85,48
84,48
83,48
82,48
81,48
80,48
80,47
79,47
79,46
79,45
78,45
78,46
78,47
77,47
77,46
77,45
76,45
76,46
76,47
76,48
77,48
78,48
79,48
79,49
80,49
81,49
82,49
82,50
83,50
83,51
83,52
83,53
84,53
84,52
85,52
85,51
84,51
84,50
85,50
85,49
84,49
83,49
