
82,54
81,54
80,54
80,53
79,53
78,53
78,54
77,54
77,53
76,53
75,53
75,52
74,52
74,51
74,50
74,49
74,48
74,47
74,46
74,45
73,45
72,45
73,45
73,44
74,44
74,45
75,45
75,46
75,47
75,48
75,49
75,50
75,51
76,51
76,52
77,52
78,52
79,52
80,52
80,51
79,51
78,51
77,51
77,50
76,50
76,49
77,49
78,49
78,50
79,50
80,50
81,50
81,51
81,52
81,53
82,53
82,52
82,51
83,51
83,52
83,53
84,53
84,52
85,52
85,51
84,51
84,50
84,49
83,49
83,48
82,48
81,48
80,48
80,47
79,47
79,46
79,45
78,45
78,46
78,47
77,47
77,46
77,45
76,45
76,46
76,47
76,48
77,48
78,48
79,48
79,49
80,49
81,49
82,49
82,50
83,50
83,49
84,49
85,49
85,50
84,50
84,51
85,51
85,52
84,52
84,53
83,53
83,52
83,51
83,50
82,50
82,49
81,49
80,49
79,49
79,48
78,48
77,48
76,48
76,47
76,46
76,45
77,45
77,46
77,47
78,47
78,46
78,45
79,45
79,46
79,47
80,47
80,48
81,48
82,48
83,48
84,48
85,48
85,47
84,47
83,47
82,47
81,47
81,46
80,46
80,45
81,45
82,45
82,46
83,46
84,46
85,46
85,45
84,45
83,45
83,44
82,44
81,44
80,44
79,44
78,44
77,44
76,44
75,44
75,45
75,46
75,47
75,48
75,49
76,49
77,49
78,49
78,50
79,50
80,50
81,50
81,51
82,51
82,52
82,53
81,53
81,52
80,52
80,51
79,51
78,51
77,51
77,50
76,50
76,51
76,52
77,52
78,52
79,52
79,53
80,53
80,54
81,54
82,54
83,54
84,54
85,54
85,53
86,53
86,52
86,51
86,50
86,49
86,48
86,47
86,46
86,45
86,44
85,44
85,43
85,42
85,41
84,41
84,42
83,42
83,43
82,43
82,42
82,41
83,41
83,40
84,40
85,40
86,40
86,41
86,42
86,43
87,43
87,44
87,45
87,46
87,47
87,48
87,49
87,50
87,51
87,52
87,53
87,54
86,54
86,55
85,55
84,55
83,55
82,55
81,55
80,55
79,55
79,54
78,54
78,53
77,53
76,53
76,54
76,55
76,56
76,57
77,57
77,56
77,55
78,55
78,56
78,57
78,58
77,58
76,58
75,58
75,57
74,57
74,58
73,58
72,58
71,58
71,59
70,59
69,59
68,59
68,60
69,60
70,60
70,61
69,61
68,61
67,61
67,62
67,63
66,63
66,64
65,64
65,65
64,65
63,65
63,64
64,64
64,63
65,63
65,62
64,62
64,61
65,61
66,61
66,62
67,62
68,62
68,63
68,64
68,65
68,66
68,67
68,68
69,68
69,69
69,70
69,71
68,71
68,70
68,69
67,69
67,68
67,67
67,66
67,65
67,64
67,65
66,65
66,66
66,67
66,68
66,69
66,70
67,70
67,71
66,71
65,71
65,70
65,69
65,68
64,68
64,67
65,67
65,66
64,66
63,66
63,67
63,68
63,69
64,69
64,70
64,71
63,71
63,70
62,70
62,69
62,68
62,67
61,67
61,66
60,66
60,65
60,64
61,64
61,63
62,63
63,63
63,62
62,62
61,62
60,62
60,63
59,63
59,64
59,65
59,66
59,67
60,67
60,68
61,68
61,69
61,70
60,70
60,69
59,69
59,68
58,68
58,67
58,66
58,65
58,64
58,63
58,62
59,62
59,61
60,61
61,61
62,61
63,61
63,60
64,60
65,60
65,59
65,58
65,57
65,56
65,55
65,54
66,54
66,53
66,52
66,51
66,50
66,49
66,48
66,47
67,47
67,46
67,45
67,44
67,43
67,42
67,41
67,40
68,40
69,40
70,40
70,41
71,41
72,41
72,42
73,42
74,42
74,41
75,41
75,40
74,40
73,40
73,41
72,41
71,41
70,41
69,41
69,42
69,43
69,44
70,44
70,43
71,43
71,42
70,42
69,42
69,41
68,41
68,42
68,43
68,44
68,45
69,45
69,46
68,46
68,47
69,47
69,48
68,48
67,48
67,49
67,50
67,51
67,52
67,53
68,53
69,53
70,53
70,52
69,52
68,52
68,51
68,50
68,49
69,49
69,50
70,50
70,49
70,48
70,47
71,47
71,48
71,49
71,50
71,51
71,52
71,53
72,53
72,54
71,54
70,54
69,54
68,54
67,54
67,55
66,55
66,56
67,56
68,56
68,55
69,55
70,55
71,55
72,55
72,56
71,56
70,56
69,56
69,57
68,57
67,57
66,57
66,58
66,59
66,60
67,60
67,59
67,58
68,58
69,58
70,58
70,57
71,57
72,57
73,57
73,56
73,55
73,54
73,53
73,52
72,52
72,51
72,50
72,49
72,48
72,47
73,47
73,48
73,49
73,50
73,51
74,51
74,52
74,53
74,54
74,55
74,56
75,56
75,55
75,54
75,53
75,52
75,51
75,50
74,50
74,49
74,48
74,47
74,46
73,46
72,46
71,46
70,46
70,45
71,45
71,44
72,44
72,43
73,43
74,43
75,43
75,42
76,42
76,41
77,41
77,40
78,40
78,39
79,39
79,38
78,38
77,38
76,38
76,37
77,37
77,36
78,36
78,35
78,34
78,33
78,32
78,31
79,31
79,30
79,29
79,28
80,28
80,27
80,26
80,25
80,24
81,24
81,23
81,22
81,21
80,21
80,20
80,19
79,19
79,18
79,17
80,17
80,18
81,18
81,19
81,20
82,20
82,21
82,22
82,23
82,24
82,25
81,25
81,26
81,27
81,28
81,29
80,29
80,30
80,31
80,32
79,32
79,33
79,34
79,35
79,36
79,37
78,37
